id,Grupo,Producto_Activo,Cve_Med,Cve_Med,ID_PRODUCTO,GPO,GPO1,ESP,DIF,VAR,CUADRO_BASICO_SAI,PROGRAMA_MEDICO,DESCRIPCION_ARTICULO,UNIDAD_PRESENTACION,CANTIDAD_PRESENTACION,TIPO_PRESENTACION,Unidades,Medida,tot_unidades,med,ANALGESIACOS_ANTIINFLAMATORIOS_ANTIRREUMATICOS,ANALGESICOS_OPIOIDES___,ANALGESICOS_ANTIPIRETICOS,ANESTESICOS_GENERATES,ANESTESICOS_LOCALES,ANSIOLITICOS,ANTIACIDOS,ANTIAGREGANTE_PLAQUETARIO,ANTIANEMICOS,ANTIANGINOSO,ANTIARRITMICOS,ANTIASMATICO__BRONCODILATADOR,ANTIBIOTICOS,ANTICONCEPTIVO_INTRAUTERINO,ANTIDEPRESIVOS,ANTIDIABETICOS,ANTIDIARREICOS,ANTIDOTOS,ANTIEMETICOS,ANTIEPILEPTICOS,ANTIESPASMODICO,ANTIFUNGICOS,ANTIGOTOSOS,ANTIHEMORRAGICOS,ANTIHISTAMINICOS,ANTIPARKINSONIANO,ANTIPSICOTICOS,ANTISEPTICOS_DESINFECTANTES,ANTITROMBITICO_TROMBOTICO_ANTIAGREGANTE,ANTITROMBOTICO_TROMBOLITICO,ANTITUSIVOS,ANTIULCEROSOS_PROTECTOR_GASTRICO,ANTIVIRALES,CARDIOTONICOS,CORTICOIDES,DIURETICOS_ANTIHIPERTENSIVOS,FACTOR_VITAMINICO,HIPNOTICO_SEDANTE,HIPOLIPEMIANTE,INDUCTOR_DEL_PARTO,INHIBIDOR_DEL_PARTO,INMUNOSUPRESORES,LAXANTES,MUCOLITICOS,OTROS_ANTIHIPERTENSIVOS,RELAJANTE_MUSCULAR,TERAPIA_TIROIDEA,TRATAMIENTO_TUBERCULOSIS,g1_ANALGESICOS,g2_ANESTESIA,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,GRUPO,ANALGESICOS_URINARIOS,ANTIAGREGANTES_PLAQUETARIOS,ANTIALERGICOS,ANTIANDROGENICOS,ANTIARRITMICOS,ANTICOAGULANTES_ORALES,ANTIDEPRESIVOS,ANTIFLAMATORIOS_ESTEROIDEOS,ANTIHIPERTENSIVOS,ANTIINFLAMATORIOS_NO_ESTEROIDEOS,ANTIMICOTICOS_SISTEMICOS_Y_TOPICOS,ANTIMUSCARINICOS,ANTINEURITICOS,ANTITUSIVOS,ANTIULCEROSOS_Y_PROTECTORES_DE_LA_MUCOSA_GASTRICA,ANTIURICOSURICOS,ANTIVERTIGINOSOS,BENZODIAZEPINAS,BLOQUEADORES_ALFA,BRONCODILATADORES_Y_EXPECTORANTES,DISFUNCION_ERECTIL,ELECTROLITOS_ORALES,FARMACOS_INSUFICIENCIA_CARDIACA_Y_ANTIANGINOSOS,FARMACOS_MODIFICADORES_DE_LA_ENFERMEDAD,FARMACOS_OCULARES,FARMACOS_UTILIZADOS_EN_CANCER_DE_MAMA,FARMACOS_UTILIZADOS_EN_HIPERTIROIDISMO,FARMACOS_UTILIZADOS_EN_HIPOTIROIDISMO,FARMACOS_UTILIZADOS_EN_NEFROLOGIA,FARMACOS_UTILIZADOS_EN_NEUROLOGIA,FARMACOS_UTILIZADOS_EN_OSTEOPOROSIS,FARMACOS_UTILIZADOS_EN_PSIQUIATRIA,FORMULAS_NUTRICIONALES_COMPLETAS,HIPOLIPEMIANTES,HORMONALES,METILXANTINAS,VARIOS,VITAMINICOS
1159,Grupo Nº 12: Nefrología y Urología,SILDENAFIL,4309,4309,1000043090000,010,000,4309,00,00,NO,"VALES,Sustantiva",SILDENAFIL. TABLETA. CADA TABLETA CONTIENE: CITRATO DE SILDENAFIL EQUIVALENTE A SILDENAFIL 100 MG. ENVASE CON 1 TABLETA.,ENV,1,TAB,100,miligramos,100,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Grupo Nº 12: Nefrología y Urología,SILDENAFIL,4309,4309,1000043090100,010,000,4309,01,00,SI,"VALES,Sustantiva",SILDENAFIL TABLETA CADA TABLETA CONTIENE: CITRATO DE SILDENAFIL EQUIVALENTE A SILDENAFIL 100 MG ENVASE CON 4 TABLETAS.,ENV,4,TAB,100,miligramos,400,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Grupo Nº 12: Nefrología y Urología,VARDENAFIL,4311,4311,1000043110000,010,000,4311,00,00,NO,Sustantiva,VARDENAFIL. TABLETA. CADA TABLETA CONTIENE: CLORHIDRATO DE VARDENAFIL TRIHIDRATADO EQUIVALENTE A 20 MG DE VARDENAFIL. ENVASE CON 1 TABLETA.,ENV,1,TAB,20,miligramos,20,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,Grupo Nº 12: Nefrología y Urología,VARDENAFIL,4311,4311,1000043110100,010,000,4311,01,00,SI,Sustantiva,VARDENAFIL TABLETA CADA TABLETA CONTIENE: CLORHIDRATO DE VARDENAFIL TRIHIDRATADO EQUIVALENTE A 20 MG DE VARDENAFIL. ENVASE CON 4 TABLETA.,ENV,4,TAB,20,miligramos,80,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,Grupo Nº 12: Nefrología y Urología,TACROLIMUS,5082,5082,1000050820000,010,000,5082,00,00,NO,"Entrega hospitalaria,Entrega hospitalaria",TACROLIMUS. CAPSULA. CADA CAPSULA CONTIENE: TACROLIMUS MONOHIDRATADO EQUIVALENTE A 5 MG DE TACROLIMUS. ENVASE CON 50 CAPSULAS.,ENV,50,CAP,5,miligramos,250,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Grupo Nº 12: Nefrología y Urología,TACROLIMUS,5082,5082,1000050820100,010,000,5082,01,00,SI,"Entrega hospitalaria,Entrega hospitalaria",TACROLIMUS CAPSULA CADA CAPSULA CONTIENE: TACROLIMUS MONOHIDRATADO EQUIVALENTE A 5 MG DE TACROLIMUS ENVASE CON 100 CAPSULAS.,ENV,100,CAP,5,miligramos,500,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Grupo Nº 12: Nefrología y Urología,TACROLIMUS,5083,5083,1000050830000,010,000,5083,00,00,SI,"Sin programa definido,Uso Hospitalario, Nefrología y Urología,Uso Hospitalario, Nefrología y Urología",TACROLIMUS SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: TACROLIMUS 5 MG ENVASE CON 5 AMPOLLETAS.,ENV,5,AMP,5,miligramos,25,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,Grupo Nº 12: Nefrología y Urología,TACROLIMUS,5083,5083,1000050830101,010,000,5083,01,01,NO,"Sin programa definido,Uso Hospitalario, Nefrología y Urología,Uso Hospitalario, Nefrología y Urología",TACROLIMUS. SOLUCION INYECTABLE. CADA AMPOLLETA CONTIENE: TACROLIMUS 5 MG. ENVASE CON 10 AMPOLLETAS.,ENV,10,AMP,5,miligramos,50,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Grupo Nº 12: Nefrología y Urología,TACROLIMUS,5084,5084,1000050840000,010,000,5084,00,00,SI,Sustantiva,TACROLIMUS CAPSULA CADA CAPSULA CONTIENE: TACROLIMUS MONOHIDRATADO EQUIVALENTE  A 1 MG DE TACROLIMUS ENVASE CON 50 CAPSULAS.,ENV,50,CAP,1,miligramos,50,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Grupo Nº 12: Nefrología y Urología,TACROLIMUS,5084,5084,1000050840100,010,000,5084,01,00,NO,Sustantiva,TACROLIMUS. CAPSULA. CADA CAPSULA CONTIENE: TACROLIMUS MONOHIDRATADO EQUIVALENTE A 1 MG DE TACROLIMUS. ENVASE CON 100 CAPSULAS.,ENV,100,CAP,1,miligramos,100,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Grupo Nº 12: Nefrología y Urología,DACLIZUMAB,5085,5085,1000050850000,010,000,5085,00,00,SI,"Sustantiva,Uso Hospitalario, Nefrología y Urología,Uso Hospitalario, Nefrología y Urología",DACLIZUMAB SOLUCION INYECTABLE CADA FRASCO AMPULA CONTIENE: DACLIZUMAB 25 MG  ENVASE CON 1 FRASCO AMPULA CON 5 ML.,ENV,1,F.A,25,miligramos,25,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Grupo Nº 12: Nefrología y Urología,DACLIZUMAB,5085,5085,1000050850100,010,000,5085,01,00,NO,"Sustantiva,Uso Hospitalario, Nefrología y Urología,Uso Hospitalario, Nefrología y Urología",DACLIZUMAB. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: DACLIZUMAB 25 MG. ENVASE CON 3 FRASCOS AMPULA CON 5 ML.,ENV,3,F.A,25,miligramos,75,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Grupo Nº 12: Nefrología y Urología,SIROLIMUS,5086,5086,1000050860000,010,000,5086,00,00,SI,Sustantiva,SIROLIMUS. SOLUCION ORAL. CADA ML CONTIENE: SIROLIMUS 1 MG. ENVASE CON 60 ML.,ENV,1,ENV,1,miligramos,1,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Grupo Nº 12: Nefrología y Urología,SIROLIMUS,5086,5086,1000050860002,010,000,5086,00,02,NO,Sustantiva,SIROLIMUS. SOLUCION. CADA ML CONTIENE: SIROLIMUS 1 MG. ENVASE CON 60 ML.,ENV,60,ML.,1,miligramos,1,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,Grupo Nº 12: Nefrología y Urología,SIROLIMUS,5087,5087,1000050870002,010,000,5087,00,02,SI,Sustantiva,SIROLIMUS. GRAGEA O TABLETA. CADA GRAGEA O TABLETA CONTIENE: SIROLIMUS 1 MG. ENVASE CON 60 GRAGEAS O TABLETAS.,ENV,60,T.G,1,miligramos,60,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,Grupo Nº 12: Nefrología y Urología,ANTICUERPOS MONOCLONALES CD,5239,5239,1000052390000,010,000,5239,00,00,SI,"Sin programa definido,Uso Hospitalario, Nefrología y Urología",ANTICUERPOS MONOCLONALES CD3 SOLUCION INYECTABLE CADA AMPOLLETA O FRASCO AMPULA  CONTIENE: ANTICUERPOS MONOCLONALES CD3 5 MG ENVASE CON 5 AMPOLLETAS O FRASCOS  AMPULA.,ENV,5,AFA,5,miligramos,25,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Grupo Nº 13: Neumología,ALFA-DORNASA,5330,5330,1000053300000,010,000,5330,00,00,SI,Entrega hospitalaria,ALFA DORNASA SOLUCION PARA INHALACION CADA AMPOLLETA CONTIENE: ALFA-DORNASA 2.5  MG ENVASE CON 6 AMPOLLETAS DE 2.5 ML.,ENV,6,AMP,2.5,miligramos,15,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Grupo Nº 13: Neumología,BERACTANT,5331,5331,1000053310000,010,000,5331,00,00,SI,"Entrega hospitalaria,Uso Hospitalario, Neumología",BERACTANT SUSPENSION INYECTABLE CADA ML CONTIENE: BERACTANT (FOSFOLIPIDOS DE  PULMON DE ORIGEN BOVINO) 25 MG ENVASE CON FRASCO AMPULA DE 8 ML Y CANULA  ENDOTRAQUEAL.,ENV,1,ENV,25,miligramos,25,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Grupo Nº 13: Neumología,SILDENAFIL,5845,5845,1000058450000,010,000,5845,00,00,SI,Entrega hospitalaria,SILDENAFIL. TABLETA. CADA TABLETA CONTIENE: CITRATO DE SILDENAFIL EQUIVALENTE A 20 MG DE SILDENAFIL. ENVASE CON 90 TABLETAS.,ENV,90,TAB,20,miligramos,1800,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Grupo Nº 13: Neumología,INDACATEROL / GLICOPIRRONIO,6021,6021,1000060210000,010,000,6021,00,00,SI,Sin programa definido,INDACATEROL/GLICOPIRRONIO. CAPSULA. CADA CAPSULA CONTIENE: MALEATO DE INDACATEROL EQUIVALENTE A 110 MICROGRAMOS DE INDACATEROL BROMURO DE GLICOPIRRONIO EQUIVALENTE A 50 MICROGRAMOS DE GLICOPIRRONIO. ENVASE CON 30,ENV,30,CAP,50,microgramos,1500,microgramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Grupo Nº 13: Neumología,IPRATROPIO,2162,2162,1000021620000,010,000,2162,00,00,SI,"VALES,Sustantiva -- Eficiencia terapeutica E - 0%",IPRATROPIO SUSPENSION EN AEROSOL CADA G CONTIENE: BROMURO DE IPRATROPIO 0.286 MG (20 MICROGRAMO POR NEBULIZACION) ENVASE CON 15 ML (21.0 G) COMO AEROSOL.,ENV,1,ENV,0.286,miligramos,0.286,miligramos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BRONCODILATADORES_Y_EXPECTORANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Grupo Nº 13: Neumología,IPRATROPIO,2162,2162,1000021620102,010,000,2162,01,02,NO,"VALES,Sustantiva -- Eficiencia terapeutica E - 0%",IPRATROPIO. SUSPENSION EN AEROSOL. CADA G CONTIENE: BROMURO DE IPRATROPIO 0.374 MG (20 MICROGRAMOS POR NEBULIZACION). ENVASE CON 10 ML (11.22 G) COMO AEROSOL.,ENV,1,ENV,0.374,miligramos,0.374,miligramos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BRONCODILATADORES_Y_EXPECTORANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Grupo Nº 13: Neumología,IPRATROPIO,2187,2187,1000021870000,010,000,2187,00,00,SI,Sustantiva,IPRATROPIO SOLUCION CADA 100 ML CONTIENEN: BROMURO DE IPRATROPIO MONOHIDRATADO  EQUIVALENTE A 25 MG DE BROMURO DE IPRATROPIO. ENVASE CON FRASCO AMPULA CON 20  ML.,ENV,1,F.A,25,miligramos,25,miligramos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Grupo Nº 13: Neumología,IPRATROPIO-SALBUTAMOL,2188,2188,1000021880000,010,000,2188,00,00,SI,Sustantiva,IPRATROPIO -SALBUTAMOL SOLUCION CADA AMPOLLETA CONTIENE: BROMURO DE IPRATROPIO  MONOHIDRATADO EQUIVALENTE A 0.500 MG DE BROMURO DE IPRATROPIO. SULFATO DE  SALBUTAMOL EQUIVALENTE A 2.500 MG DE SALBUTAMOL. ENVASE CON 10 AMPOLLETAS DE,ENV,10,AMP,3,miligramos,30,miligramos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Grupo Nº 13: Neumología,IPRATROPIO-SALBUTAMOL,2190,2190,1000021900003,010,000,2190,00,03,NO,"VALES,Sustantiva",IPRATROPIO-SALBUTAMOL. SUSPENSION EN AEROSOL. CADA G CONTIENE: BROMURO DE  IPRATROPIO MONOHIDRATADO EQUIVALENTE A 0.286 MG DE IPRATROPIO. SULFATO DE  SALBUTAMOL EQUIVALENTE A 1.423 MG DE SALBUTAMOL. ENVASE CON UN FRASCO,ENV,1,ENV,1.709,miligramos,1.709,miligramos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BRONCODILATADORES_Y_EXPECTORANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Grupo Nº 13: Neumología,IPRATROPIO-SALBUTAMOL,2190,2190,1000021900100,010,000,2190,01,00,SI,"VALES,Sustantiva",IPRATROPIO -SALBUTAMOL SOLUCION PARA INHALACION. CADA DISPARO PROPORCIONA: BROMURO DE IPRATROPIO MONOHIDRATADO EQUIVALENTE A 20 MICROGRAMOS DE BROMURO DE IPRATROPIO. SULFATO DE SALBUTAMOL EQUIVALENTE A 100 MICROGRAMOS DE SALBUTAMOL.,ENV,1,ENV,120,gramos,120,gramos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BRONCODILATADORES_Y_EXPECTORANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Grupo Nº 13: Neumología,"TIOTROPIO, BROMURO DE",2262,2262,1000022620000,010,000,2262,00,00,SI,"VALES,Sustantiva -- Eficiencia terapeutica D - 40%","TIOTROPIO, BROMURO DE CAPSULA CADA CAPSULA CONTIENE: BROMURO DE TIOTROPIO  MONOHIDRATADO EQUIVALENTE A 18 MICROGRAMOS DE TIOTROPIO. ENVASE CON 30  CAPSULAS Y DISPOSITIVO INHALADOR.",ENV,30,CAP,18,microgramos,540,microgramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BRONCODILATADORES_Y_EXPECTORANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Grupo Nº 13: Neumología,"TIOTROPIO, BROMURO DE",2263,2263,1000022630000,010,000,2263,00,00,SI,"VALES,Sustantiva -- Eficiencia terapeutica D - 45%","TIOTROPIO, BROMURO DE CAPSULA CADA CAPSULA CONTIENE: BROMURO DE TIOTROPIO MONOHIDRATADO EQUIVALENTE A 18 MICROGRAMOS DE TIOTROPIO. ENVASE CON 30 CAPSULAS (REPUESTO).",ENV,30,CAP,18,microgramos,540,microgramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BRONCODILATADORES_Y_EXPECTORANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
